FID,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,cancer_cap
5848,Kenya,Uasin Gishu,Soliat Dispensary,Dispensary,MoH,0.1543,35.4711,GPS,No
5847,Kenya,Uasin Gishu,Sinonin Dispensary,Dispensary,MoH,0.7249,35.2339,GPS,No
5846,Kenya,Uasin Gishu,Simotwo Dispensary,Dispensary,MoH,0.7898,35.41,Google Earth,No
5845,Kenya,Uasin Gishu,Sergoit Dispensary,Dispensary,MoH,0.6121,35.3945,GPS,No
5844,Kenya,Uasin Gishu,Segero Dispensary,Dispensary,MoH,0.9177,35.2691,GPS,No
5843,Kenya,Uasin Gishu,Segero Central Dispensary,Dispensary,MoH,0.9171,35.2683,Google Earth,No
5842,Kenya,Uasin Gishu,Sambut Dispensary,Dispensary,MoH,0.6365,35.134,GPS,No
5841,Kenya,Uasin Gishu,Railways Dispensary,Dispensary,MoH,0.5254,35.2698,GPS,No
5840,Kenya,Uasin Gishu,Plateau Hospital,Mission Hospital,FBO,0.4025,35.4229,GPS,No
5839,Kenya,Uasin Gishu,Pioneer Health Centre,Health Centre,Local authority,0.509,35.2682,GPS,Yes
5838,Kenya,Uasin Gishu,Patrician Dispensary,Dispensary,FBO,0.4359,35.2623,GPS,No
5837,Kenya,Uasin Gishu,Our Lady of Lords Dispensary,Dispensary,FBO,0.5887,35.0495,GPS,No
5835,Kenya,Uasin Gishu,Osorongai Dispensary,Dispensary,MoH,0.5674,34.9559,GPS,No
5834,Kenya,Uasin Gishu,Ongata Dispensary,Dispensary,MoH,0.3571,35.3091,GPS,No
5833,Kenya,Uasin Gishu,North Star Alliance Wellness Centre Clinic,Clinic,NGO,0.2161,35.4326,Google Earth,No
5829,Kenya,Uasin Gishu,Nairiri Dispensary,Dispensary,MoH,0.3922,35.3106,GPS,No
5828,Kenya,Uasin Gishu,Nabkoi Dispensary,Dispensary,MoH,0.1386,35.4656,GPS,No
5827,Kenya,Uasin Gishu,Muyengwet Dispensary,Dispensary,MoH,0.52,35.3642,Google Earth,No
5826,Kenya,Uasin Gishu,Murgusi Dispensary,Dispensary,MoH,0.6088,34.9893,Google Earth,No
5825,Kenya,Uasin Gishu,Murgor Hills Dispensary,Dispensary,MoH,0.5615,35.0836,GPS,No
5824,Kenya,Uasin Gishu,Muchorwe Dispensary,Dispensary,MoH,0.0285,35.5112,Google Earth,No
5823,Kenya,Uasin Gishu,Moi's Bridge Health Centre,Health Centre,MoH,0.876,35.1221,GPS,Yes
5822,Kenya,Uasin Gishu,Moi's Bridge Catholic Health Centre,Health Centre,FBO,0.8787,35.1253,GPS,Yes
5821,Kenya,Uasin Gishu,Moiben Health Centre,Health Centre,MoH,0.8217,35.3854,GPS,Yes
5820,Kenya,Uasin Gishu,Moi Teaching Referral Hospital,National Referral Hospital,MoH,0.5112,35.2803,GPS,No
5819,Kenya,Uasin Gishu,Mogoon Dispensary,Dispensary,MoH,0.8722,35.1779,GPS,No
5818,Kenya,Uasin Gishu,Mobet Dispensary,Dispensary,MoH,0.8097,35.1495,GPS,No
5814,Kenya,Uasin Gishu,Matharu Dispensary,Dispensary,MoH,0.1056,35.5045,GPS,No
5813,Kenya,Uasin Gishu,Mary Immaculate Dispensary,Dispensary,FBO,0.4333,35.4605,Google Earth,No
5812,Kenya,Uasin Gishu,Lingwai Dispensary,Dispensary,MoH,0.2194,35.4128,GPS,No
5811,Kenya,Uasin Gishu,Lemoru Trinity Dispensary,Dispensary,FBO,0.8512,35.2644,GPS,No
5810,Kenya,Uasin Gishu,Lemoru Ngeny Dispensary,Dispensary,MoH,0.8536,35.2887,GPS,No
5809,Kenya,Uasin Gishu,Leberio Dispensary,Dispensary,MoH,0.441,35.2333,Google Earth,No
5808,Kenya,Uasin Gishu,Langas PCEA Health Centre,Health Centre,FBO,0.4833,35.2617,GPS,Yes
5807,Kenya,Uasin Gishu,Kuinet Dispensary,Dispensary,MoH,0.6266,35.3108,GPS,No
5806,Kenya,Uasin Gishu,Kongnyalil Dispensary,Dispensary,MoH,0.7922,35.4664,Google Earth,No
5805,Kenya,Uasin Gishu,Koitoror PCEA Dispensary,Dispensary,FBO,0.5617,35.3988,GPS,No
5804,Kenya,Uasin Gishu,Kisor Dispensary,Dispensary,MoH,0.5225,35.2059,Google Earth,No
5803,Kenya,Uasin Gishu,Kipsigak Health Centre,Health Centre,MoH,0.8057,35.2946,Google Earth,Yes
5802,Kenya,Uasin Gishu,Kiplombe AIC Dispensary,Dispensary,MoH,0.588,35.2571,GPS,No
5801,Kenya,Uasin Gishu,Kipkenyo Dispensary,Dispensary,Local authority,0.5315,35.2123,GPS,No
5800,Kenya,Uasin Gishu,Kipkabus Health Centre,Health Centre,MoH,0.2765,35.4879,GPS,Yes
5799,Kenya,Uasin Gishu,Kimuri Dispensary,Dispensary,MoH,0.4069,35.3035,GPS,No
5798,Kenya,Uasin Gishu,Kimurgoi Dispensary,Dispensary,MoH,0.8326,35.1955,GPS,No
5797,Kenya,Uasin Gishu,Kimumu EMC Dispensary,Dispensary,MoH,0.5585,35.302,GPS,No
5796,Kenya,Uasin Gishu,Kimoning Dispensary,Dispensary,MoH,0.5782,35.4394,GPS,No
5794,Kenya,Uasin Gishu,Kibagenge Dispensary,Dispensary,MoH,0.905,35.2818,GPS,No
5793,Kenya,Uasin Gishu,Kesses Health Centre,Health Centre,MoH,0.2966,35.3216,GPS,Yes
5792,Kenya,Uasin Gishu,Kename Dispensary,Dispensary,MoH,0.4916,35.2692,GPS,No
5791,Kenya,Uasin Gishu,Ken Ame Health Centre,Health Centre,FBO,0.4933,35.2771,GPS,Yes
5790,Kenya,Uasin Gishu,Katuiyo Dispensary,Dispensary,MoH,0.3361,35.4399,GPS,No
5789,Kenya,Uasin Gishu,Karuna Dispensary,Dispensary,MoH,0.745,35.4514,GPS,No
5788,Kenya,Uasin Gishu,Kapyemit Dispensary,Dispensary,MoH,0.5754,35.2268,GPS,No
5787,Kenya,Uasin Gishu,Kaptumo Dispensary,Dispensary,MoH,0.3488,35.4013,GPS,No
5786,Kenya,Uasin Gishu,Kapteldon Health Centre,Health Centre,MoH,0.4848,35.2082,GPS,Yes
5785,Kenya,Uasin Gishu,Kapteldet Dispensary,Dispensary,MoH,0.454,35.2174,GPS,No
5784,Kenya,Uasin Gishu,Kapsoya Health Centre,Health Centre,MoH,0.5147,35.3006,GPS,Yes
5777,Kenya,Uasin Gishu,Kapkoi Dispensary,Dispensary,MoH,0.2941,35.3786,GPS,No
5776,Kenya,Uasin Gishu,Kapkei Dispensary,Dispensary,MoH,0.5413,35.4408,Google Earth,No
5775,Kenya,Uasin Gishu,Kamuyu Dispensary,Dispensary,MoH,0.2083,35.3858,GPS,No
5734,Kenya,Uasin Gishu,Ainabkoi PCEA Health Centre,Health Centre,MoH,0.2278,35.4882,GPS,Yes
5733,Kenya,Turkana,Urum Dispensary,Dispensary,MoH,2.7563,34.8781,Google Earth,No
5732,Kenya,Turkana,Turkwel Dispensary,Dispensary,MoH,3.1051,35.6025,Google Earth,No
5730,Kenya,Turkana,St Patrick's Kanamkemer Dispensary,Dispensary,FBO,3.1068,35.6046,GPS,No
5729,Kenya,Turkana,St Monica's Nakwamekwi Dispensary,Dispensary,FBO,3.1245,35.587,GPS,No
5539,Kenya,Trans Nzoia,Seed of Hope Clinic,Clinic,NGO,1.0558,34.9648,Google Earth,No
5538,Kenya,Trans Nzoia,Saboti Sub-District Hospital,Sub-District Hospital,MoH,0.9375,34.8375,Google Earth,Yes
5537,Kenya,Trans Nzoia,Nzoia Dispensary,Dispensary,MoH,0.9268,35.1345,GPS,No
5536,Kenya,Trans Nzoia,Namanjalala Dispensary,Dispensary,MoH,1.0729,34.9979,GPS,No
5535,Kenya,Trans Nzoia,Muungano Dispensary,Dispensary,MoH,1.1378,35.0195,GPS,No
5534,Kenya,Trans Nzoia,Mt Zion Mission Clinic,Clinic,FBO,1.0021,35.154,Google Earth,No
5533,Kenya,Trans Nzoia,Mt Elgon National Park Dispensary,Dispensary,MoH,1.0239,34.7748,GPS,No
5532,Kenya,Trans Nzoia,Motosiet Dispensary,Dispensary,MoH,0.9937,35.1632,GPS,No
5531,Kenya,Trans Nzoia,Mitume-Kitale Dispensary,Dispensary,MoH,1.0296,34.9847,GPS,No
5530,Kenya,Trans Nzoia,Mitume Dispensary,Dispensary,Local authority,1.0295,34.9847,Google Earth,No
5529,Kenya,Trans Nzoia,Maridadi PCEA Medical Centre,Clinic,FBO,1.0716,35.0072,GPS,No
5528,Kenya,Trans Nzoia,Makutano PCEA Medical Clinic,Clinic,FBO,1.0675,35.1921,GPS,No
5527,Kenya,Trans Nzoia,Maili Saba Dispensary,Dispensary,MoH,0.9514,35.0684,GPS,No
5526,Kenya,Trans Nzoia,Lukhome Dispensary,Dispensary,MoH,0.9064,34.8526,GPS,No
5525,Kenya,Trans Nzoia,Kwanza Sub County Hospital,Sub-District Hospital,MoH,1.1629,34.9992,GPS,Yes
5524,Kenya,Trans Nzoia,Kolongolo C.M Dispensary,Dispensary,FBO,1.2216,34.9715,GPS,No
5523,Kenya,Trans Nzoia,Kobos Health Centre,Health Centre,MoH,1.1427,34.9641,GPS,Yes
5522,Kenya,Trans Nzoia,Kitum Dispensary,Dispensary,MoH,1.0583,34.802,GPS,No
5521,Kenya,Trans Nzoia,Kitale Sloam CBO Medical Centre,Clinic,NGO,1.0166,35.0075,Google Earth,No
5520,Kenya,Trans Nzoia,Kitale District Hospital,District Hospital,MoH,1.017,35.0037,GPS,Yes
5519,Kenya,Trans Nzoia,Kitalale Dispensary,Dispensary,MoH,1.0029,34.9187,GPS,No
5518,Kenya,Trans Nzoia,Kipkeikei Dispensary,Dispensary,MoH,1.0127,35.2099,GPS,No
5517,Kenya,Trans Nzoia,Kimuri Dispensary,Dispensary,MoH,1.1356,35.1552,GPS,No
5516,Kenya,Trans Nzoia,Kimondo Dispensary,Dispensary,MoH,1.1147,34.7849,GPS,No
5515,Kenya,Trans Nzoia,Kiminini Health Centre,Health Centre,MoH,0.8816,34.9295,GPS,Yes
5514,Kenya,Trans Nzoia,Kiminini Cottage Hospital,Mission Hospital,FBO,0.8931,34.9241,GPS,No
5513,Kenya,Trans Nzoia,Keiyo Dispensary,Dispensary,MoH,1.1378,35.0089,GPS,No
5510,Kenya,Trans Nzoia,Kaplamai Health Centre,Health Centre,MoH,0.9873,35.1215,Google Earth,Yes
5509,Kenya,Trans Nzoia,Kapkoi Mission Dispensary,Dispensary,FBO,0.8907,35.1007,GPS,No
5508,Kenya,Trans Nzoia,Kapkoi Health Centre,Health Centre,MoH,1.217,34.9044,GPS,Yes
5487,Kenya,Tharaka Nithi,Village Hope Core International Clinic,Clinic,NGO,-0.2303,37.6245,Google Earth,No
5486,Kenya,Tharaka Nithi,Uturini Community Dispensary,Dispensary,MoH,-0.3864,37.9644,GPS,No
5484,Kenya,Tharaka Nithi,Tharaka District Hospital,District Hospital,MoH,-0.1582,37.9753,Google Earth,Yes
5483,Kenya,Tharaka Nithi,St Orsola Mission Hospital,Mission Hospital,FBO,-0.3162,37.8992,Google Earth,No
5482,Kenya,Tharaka Nithi,Rukenya Dispensary,Dispensary,MoH,-0.2167,37.9144,GPS,No
5481,Kenya,Tharaka Nithi,Presbyterian Ttc Rubate Health Centre,Health Centre,FBO,-0.3915,37.6782,GPS,Yes
5480,Kenya,Tharaka Nithi,Nyagani Dispensary,Dispensary,FBO,-0.2704,37.6175,Google Earth,No
5474,Kenya,Tharaka Nithi,Ndumbini Dispensary,Dispensary,MoH,-0.3049,37.7245,GPS,No
5473,Kenya,Tharaka Nithi,Mwonge Dispensary,Dispensary,MoH,-0.3543,37.6286,GPS,No
5472,Kenya,Tharaka Nithi,Mutindwa Dispensary,Dispensary,MoH,-0.2451,37.6034,GPS,No
5471,Kenya,Tharaka Nithi,Muthambi Health Centre,Health Centre,MoH,-0.2746,37.6605,Google Earth,Yes
5470,Kenya,Tharaka Nithi,Muthambi Dispensary,Dispensary,FBO,-0.2736,37.6617,GPS,No
5469,Kenya,Tharaka Nithi,Murambani Dispensary,Dispensary,FBO,-0.2798,37.7047,Google Earth,No
5468,Kenya,Tharaka Nithi,Mumbuni Dispensary,Dispensary,MoH,-0.2794,37.7422,GPS,No
5467,Kenya,Tharaka Nithi,Mukuuni Dispensary,Dispensary,MoH,-0.3915,37.6532,GPS,No
5466,Kenya,Tharaka Nithi,Mukuuni Community Unit Dispensary,Dispensary,CBO,-0.3912,37.6522,Google Earth,No
5465,Kenya,Tharaka Nithi,Mukui Health Centre,Health Centre,MoH,-0.2777,37.7228,Google Earth,Yes
5462,Kenya,Tharaka Nithi,Mpukoni Health Centre,Health Centre,MoH,-0.3738,37.6586,GPS,Yes
5391,Kenya,Taveta,Kitobo Dispensary,Dispensary,MoH,-3.4402,37.6128,GPS,No
5386,Kenya,Tana River,Waldena Dispensary,Dispensary,MoH,-1.6108,39.0254,GPS,No
5384,Kenya,Tana River,Tarasaa Catholic Dispensary,Dispensary,FBO,-2.4414,40.1693,GPS,No
5383,Kenya,Tana River,St Raphael Health Centre,Health Centre,FBO,-1.499,40.028,Google Earth,Yes
5382,Kenya,Tana River,Sombo Dispensary,Dispensary,MoH,-0.5917,39.6967,GPS,No
5381,Kenya,Tana River,Shirikisho Methodist Dispensary,Dispensary,FBO,-2.518,40.3214,GPS,No
5380,Kenya,Tana River,Shirikisho Medical Dispensary,Dispensary,MoH,-2.52,40.3178,GPS,No
5379,Kenya,Tana River,Sera Dispensary,Dispensary,MoH,-2.1276,40.1261,GPS,No
5378,Kenya,Tana River,Semikaro Dispensary,Dispensary,MoH,-2.5086,40.2855,GPS,No
5377,Kenya,Tana River,Roka Dispensary,Dispensary,MoH,-3.4337,39.9023,Google Earth,No
5376,Kenya,Tana River,Pumwani Dispensary,Dispensary,MoH,-1.6107,40.0683,GPS,No
5375,Kenya,Tana River,Ozi Dispensary,Dispensary,MoH,-2.5171,40.4562,GPS,No
5374,Kenya,Tana River,Oda Dispensary,Dispensary,MoH,-2.4686,40.1938,GPS,No
5373,Kenya,Tana River,Ngao District Hospital,District Hospital,MoH,-2.4122,40.2011,GPS,Yes
5372,Kenya,Tana River,Nanighi Dispensary,Dispensary,MoH,-0.8505,39.8327,GPS,No
5371,Kenya,Tana River,Mwina Methodist Dispensary,Dispensary,FBO,-2.0693,40.1463,GPS,No
5370,Kenya,Tana River,Mwina Dispensary,Dispensary,MoH,-2.0618,40.1751,Google Earth,No
5369,Kenya,Tana River,Mtangawanda Dispensary,Dispensary,MoH,-2.3457,40.2345,GPS,No
5368,Kenya,Tana River,Mororo Health Centre,Health Centre,MoH,-0.473,39.6051,Google Earth,Yes
5367,Kenya,Tana River,Mnazini Dispensary,Dispensary,MoH,-1.9779,40.1491,GPS,No
5366,Kenya,Tana River,Mlanjo Dispensary,Dispensary,MoH,-0.3186,39.5171,GPS,No
5364,Kenya,Tana River,Mbalambala Dispensary,Dispensary,MoH,-0.0975,39.0467,GPS,No
5363,Kenya,Tana River,Maziwa Dispensary,Dispensary,MoH,-2.1845,40.1351,GPS,No
5362,Kenya,Tana River,Marynoll Dispensary,Dispensary,FBO,-1.1826,39.8391,Google Earth,No
5361,Kenya,Tana River,Mariamu Dispensary,Dispensary,FBO,-1.1717,39.8731,Google Earth,No
5360,Kenya,Tana River,Makere Dispensary,Dispensary,MoH,-1.3372,40.0007,GPS,No
5359,Kenya,Tana River,Majengo Dispensary,Dispensary,MoH,-1.6743,40.121,GPS,No
5358,Kenya,Tana River,Madogo Health Centre,Health Centre,MoH,-0.4727,39.6073,GPS,Yes
5357,Kenya,Tana River,Kulesa Dispensary,Dispensary,MoH,-2.1813,40.177,Google Earth,No
5356,Kenya,Tana River,Kitere Minhaj Dispensary,Dispensary,MoH,-1.9592,40.1491,GPS,No
5355,Kenya,Tana River,Kipini Health Centre,Health Centre,MoH,-2.5308,40.5418,GPS,Yes
5354,Kenya,Tana River,Kipao Dispensary,Dispensary,MoH,-2.3687,40.2161,GPS,No
5353,Kenya,Tana River,Kinyadu Dispensary,Dispensary,MoH,-1.9801,40.147,Google Earth,No
5352,Kenya,Tana River,Kilelengwani Dispensary,Dispensary,MoH,-2.4785,40.4623,GPS,No
5351,Kenya,Tana River,Kau Dispensary,Dispensary,MoH,-2.4873,40.4377,GPS,No
5324,Kenya,Taita Taveta,Voi Moi District Hospital,District Hospital,MoH,-3.3909,38.5621,GPS,Yes
5321,Kenya,Taita Taveta,Taveta District Hospital,District Hospital,MoH,-3.3987,37.6773,GPS,Yes
5320,Kenya,Taita Taveta,Tausa Health Centre,Health Centre,MoH,-3.3418,38.5017,GPS,Yes
5319,Kenya,Taita Taveta,St Joseph's Shelter of Hope Health Centre,Health Centre,FBO,-3.3905,38.5373,GPS,Yes
5318,Kenya,Taita Taveta,St Joseph's Shelter of Hope Clinic,Clinic,FBO,-3.3908,38.539,Google Earth,No
5317,Kenya,Taita Taveta,St Joseph Mission Dispensary,Dispensary,FBO,-3.2094,37.7142,GPS,No
5316,Kenya,Taita Taveta,Shelemba Dispensary,Dispensary,MoH,-3.4316,38.4685,GPS,No
5315,Kenya,Taita Taveta,Sangekoro Dispensary,Dispensary,MoH,-3.3426,38.3034,GPS,No
5314,Kenya,Taita Taveta,Sagala Health Centre,Health Centre,MoH,-3.4935,38.5822,GPS,Yes
5313,Kenya,Taita Taveta,Sagaighu Dispensary,Dispensary,MoH,-3.433,38.3335,GPS,No
5312,Kenya,Taita Taveta,Rumangao Dispensary,Dispensary,FBO,-3.5252,38.5807,GPS,No
5311,Kenya,Taita Taveta,Rekeke Model Health Centre,Health Centre,MoH,-3.4281,37.7332,Google Earth,Yes
5310,Kenya,Taita Taveta,Nyache Health Centre,Health Centre,MoH,-3.3384,38.3809,GPS,Yes
5308,Kenya,Taita Taveta,Ndovu Health Centre,Health Centre,MoH,-3.3927,38.5844,Google Earth,Yes
5200,Kenya,Siaya,Nyang'oma Mission Health Centre,Health Centre,FBO,-0.1546,34.1948,GPS,Yes
5199,Kenya,Siaya,Nyamonye Mission Dispensary,Dispensary,FBO,-0.0474,34.1504,GPS,No
5198,Kenya,Siaya,Nyambare Health Centre,Health Centre,FBO,0.1334,34.102,GPS,Yes
5197,Kenya,Siaya,Nyaguda Dispensary,Dispensary,MoH,-0.2124,34.2188,GPS,No
5196,Kenya,Siaya,Nyagoko Dispensary,Dispensary,MoH,-0.1754,34.2956,GPS,No
5195,Kenya,Siaya,Nyagoko Dispensary,Dispensary,MoH,-0.1757,34.3048,Google Earth,No
5194,Kenya,Siaya,Nyadhi Dispensary,Dispensary,MoH,0.1426,34.2955,Google Earth,No
5190,Kenya,Siaya,Ndori Health Centre,Health Centre,MoH,-0.0698,34.3775,GPS,Yes
5189,Kenya,Siaya,Ndere Health Centre,Health Centre,MoH,0.1376,34.3832,GPS,Yes
5188,Kenya,Siaya,Ndeda Dispensary,Dispensary,MoH,-0.2189,34.1151,Google Earth,No
5187,Kenya,Siaya,Naya Health Centre,Health Centre,MoH,-0.3626,34.3121,GPS,Yes
5186,Kenya,Siaya,Mwer Dispensary,Dispensary,MoH,0.1194,34.1796,GPS,No
5184,Kenya,Siaya,Mulaha Dispensary,Dispensary,MoH,0.0628,34.2739,GPS,No
5183,Kenya,Siaya,Misori Dispensary,Dispensary,MoH,-0.3186,34.278,GPS,No
5182,Kenya,Siaya,Midhine Dispensary,Dispensary,MoH,0.0475,34.5338,Google Earth,No
5181,Kenya,Siaya,Mbaga Health Centre,Health Centre,FBO,0.083,34.2763,GPS,Yes
5180,Kenya,Siaya,Mawere Dispensary,Dispensary,MoH,-0.0375,34.342,GPS,No
5179,Kenya,Siaya,Matibabu Nzoia Clinic,Clinic,NGO,0.1742,34.2278,GPS,No
5178,Kenya,Siaya,Matangwe Dispensary,Dispensary,NGO,-0.1538,34.2899,GPS,No
5176,Kenya,Siaya,Masogo Dispensary,Dispensary,MoH,-0.5098,34.7285,Google Earth,No
5175,Kenya,Siaya,Masala Dispensary,Dispensary,MoH,-0.2081,34.2927,GPS,No
5174,Kenya,Siaya,Marenyo Health Centre,Health Centre,MoH,0.0761,34.5517,Google Earth,Yes
5173,Kenya,Siaya,Manyuanda Health Centre,Health Centre,MoH,-0.2525,34.2761,GPS,Yes
5172,Kenya,Siaya,Maliera Mission Dispensary,Dispensary,FBO,0.0649,34.2723,GPS,No
5171,Kenya,Siaya,Malanga Health Centre,Health Centre,MoH,0.1172,34.4487,GPS,Yes
5170,Kenya,Siaya,Mahaya Health Centre,Health Centre,MoH,-0.1622,34.3407,GPS,Yes
5169,Kenya,Siaya,Mageta Dispensary,Dispensary,MoH,-0.1325,34.0103,GPS,No
5168,Kenya,Siaya,Madiany Sub County Hospital,Sub-District Hospital,MoH,-0.2813,34.3224,GPS,Yes
5167,Kenya,Siaya,Mabinju Dispensary,Dispensary,MoH,-0.1815,34.3692,GPS,No
5166,Kenya,Siaya,Lihanda Health Centre,Health Centre,NGO,0.045,34.5228,GPS,Yes
5165,Kenya,Siaya,Ligega Health Centre,Health Centre,MoH,0.2019,34.2504,Google Earth,Yes
5164,Kenya,Siaya,Ligala Dispensary,Dispensary,MoH,0.1817,34.2996,Google Earth,No
5163,Kenya,Siaya,Lieta Health Centre,Health Centre,MoH,-0.3209,34.3431,GPS,Yes
5162,Kenya,Siaya,Lidha Dispensary,Dispensary,MoH,0.2421,34.1538,GPS,No
5161,Kenya,Siaya,Kunya Dispensary,Dispensary,MoH,-0.289,34.3865,Google Earth,No
5160,Kenya,Siaya,Kopiata Beach Dispensary,Dispensary,MoH,0.1299,34.3075,Google Earth,No
5158,Kenya,Siaya,Karuoth Dispensary,Dispensary,MoH,0.1076,34.2802,GPS,No
5157,Kenya,Siaya,Kapiyo Dispensary,Dispensary,MoH,-0.086,34.1749,GPS,No
5156,Kenya,Siaya,Kambare Dispensary,Dispensary,MoH,-0.0267,34.4662,GPS,No
5155,Kenya,Siaya,Kambajo Dispensary,Dispensary,MoH,-0.0789,34.2114,GPS,No
5154,Kenya,Siaya,Kaluo Dispensary,Dispensary,MoH,0.112,34.3344,GPS,No
5120,Kenya,Siaya,Akala Health Centre,Health Centre,MoH,-0.0594,34.4206,Google Earth,Yes
5119,Kenya,Siaya,Abidha Health Centre,Health Centre,MoH,-0.159,34.4106,GPS,Yes
5114,Kenya,Samburu,Tuum Dispensary,Dispensary,MoH,2.1462,36.7756,Google Earth,No
5113,Kenya,Samburu,Swari Model Health Centre,Health Centre,MoH,1.1012,37.0701,Google Earth,Yes
5112,Kenya,Samburu,Suguta Marmar Health Centre,Health Centre,MoH,0.8315,36.6923,GPS,Yes
5111,Kenya,Samburu,Suguta Marmar Catholic Dispensary,Dispensary,FBO,0.8254,36.6894,GPS,No
5110,Kenya,Samburu,South Horr Dispensary,Dispensary,MoH,2.0994,36.9151,Google Earth,No
5109,Kenya,Samburu,South Horr Catholic Health Centre,Health Centre,FBO,2.0952,36.8991,Google Earth,Yes
5108,Kenya,Samburu,Sirata Oirobi Dispensary,Dispensary,MoH,1.0505,36.6486,GPS,No
5107,Kenya,Samburu,Sererit Catholic Dispensary,Dispensary,FBO,1.6746,37.1632,GPS,No
5106,Kenya,Samburu,Sereolipi Health Centre,Health Centre,MoH,1.1292,37.602,GPS,Yes
5067,Kenya,Samburu,Ledero Dispensary,Dispensary,MoH,1.04,36.7391,GPS,No
5066,Kenya,Samburu,Lchakwai Dispensary,Dispensary,MoH,0.9949,36.7943,GPS,No
5065,Kenya,Samburu,Latakweny Dispensary,Dispensary,MoH,1.5467,37.1029,Google Earth,No
5064,Kenya,Samburu,Kisima Health Centre,Health Centre,MoH,0.9453,36.763,GPS,Yes
5063,Kenya,Samburu,Kirimun Dispensary,Dispensary,MoH,0.7435,36.8762,Google Earth,No
5062,Kenya,Samburu,Kiltamany Dispensary,Dispensary,MoH,0.6441,37.4752,GPS,No
5052,Kenya,Nyeri,Zaina Dispensary,Dispensary,MoH,-0.429,36.8489,GPS,No
5043,Kenya,Nyeri,Wakamata Dispensary,Dispensary,MoH,-0.4999,37.0507,GPS,No
5042,Kenya,Nyeri,Unjiru Health Centre,Health Centre,MoH,-0.4521,37.1109,GPS,Yes
5039,Kenya,Nyeri,Thung'ari Dispensary,Dispensary,MoH,-0.3111,37.0035,Google Earth,No
5038,Kenya,Nyeri,Thangathi Health Centre,Health Centre,MoH,-0.5848,37.1297,GPS,Yes
5037,Kenya,Nyeri,Thageini Dispensary,Dispensary,MoH,-0.5092,37.0466,Google Earth,No
5036,Kenya,Nyeri,Tambaya Dispensary,Dispensary,MoH,-0.5251,37.0182,GPS,No
4873,Kenya,Nyandarua,Olborosat Dispensary,Dispensary,MoH,-0.192,36.4845,Google Earth,No
4871,Kenya,Nyandarua,North Kinangop Catholic Hospital,Mission Hospital,FBO,-0.5551,36.5526,Google Earth,No
4867,Kenya,Nyandarua,Ngano Health Centre,Health Centre,MoH,-0.1088,36.2711,Google Earth,Yes
4866,Kenya,Nyandarua,New Tumaini Health Centre,Health Centre,MoH,-0.254,36.2924,GPS,Yes
4865,Kenya,Nyandarua,New Mawingu Health Centre,Health Centre,MoH,-0.3123,36.3323,Google Earth,Yes
4864,Kenya,Nyandarua,Ndunyu Njeru Dispensary,Dispensary,MoH,-0.547,36.5637,GPS,No
4863,Kenya,Nyandarua,Ndivai Dispensary,Dispensary,MoH,0.0642,36.5004,Google Earth,No
4862,Kenya,Nyandarua,Ndemi Health Centre,Health Centre,MoH,-0.3303,36.4177,Google Earth,Yes
4861,Kenya,Nyandarua,Ndaragwa Health Centre,Health Centre,MoH,-0.0577,36.5317,Google Earth,Yes
4860,Kenya,Nyandarua,Nandarasi Dispensary,Dispensary,MoH,-0.5295,36.5702,Google Earth,No
4859,Kenya,Nyandarua,Mutarakwa Dispensary,Dispensary,MoH,-0.5716,36.6062,GPS,No
4858,Kenya,Nyandarua,Murungaru Health Centre,Health Centre,MoH,-0.5846,36.4906,Google Earth,Yes
4857,Kenya,Nyandarua,Munyaka Dispensary,Dispensary,MoH,-0.6871,36.6262,GPS,No
4856,Kenya,Nyandarua,Mukungi Dispensary,Dispensary,MoH,-0.5265,36.5491,GPS,No
4855,Kenya,Nyandarua,Mukindu Dispensary,Dispensary,MoH,-0.2017,36.4238,GPS,No
4854,Kenya,Nyandarua,Mukeu AIC Dispensary,Dispensary,FBO,-0.7828,36.6325,GPS,No
4853,Kenya,Nyandarua,Mirangine Health Centre,Health Centre,MoH,-0.1773,36.2438,Google Earth,Yes
4852,Kenya,Nyandarua,Mikaro Dispensary,Dispensary,MoH,-0.4835,36.5439,GPS,No
4849,Kenya,Nyandarua,Mastoo Dispensary,Dispensary,MoH,-0.1397,36.4141,Google Earth,No
4848,Kenya,Nyandarua,Manunga Health Centre,Health Centre,MoH,-0.3998,36.4949,Google Earth,Yes
4847,Kenya,Nyandarua,Maina & Mwangi Health Centre,Health Centre,MoH,-0.0683,36.322,Google Earth,Yes
4846,Kenya,Nyandarua,Mahinga AIPCA Dispensary,Dispensary,FBO,-0.3622,36.346,GPS,No
4845,Kenya,Nyandarua,Magumu Our Lady of Mercy Dispensary,Dispensary,FBO,-0.8664,36.5677,GPS,No
4844,Kenya,Nyandarua,Leshau Pondo Health Centre,Health Centre,MoH,0.0759,36.4562,Google Earth,Yes
4843,Kenya,Nyandarua,Lereshwa Dispensary,Dispensary,MoH,-0.4622,36.3976,GPS,No
4842,Kenya,Nyandarua,Kwa Mbekenya Dispensary,Dispensary,MoH,-0.4871,36.608,Google Earth,No
4841,Kenya,Nyandarua,Kitogo Dispensary,Dispensary,MoH,-0.5716,36.6062,GPS,No
4840,Kenya,Nyandarua,Kiriogo Dispensary,Dispensary,MoH,-0.1237,36.6164,GPS,No
