FID,Country,Admin1,Facility_n,Facility_t,Ownership,Lat,Long,LL_source,cancer_cap
1032,Kenya,Homa Bay,Omiro Dispensary,Dispensary,MoH,-0.4462,34.7945,GPS,No
1031,Kenya,Homa Bay,Omboga Dispensary,Dispensary,MoH,-0.4392,34.6229,Google Earth,No
1030,Kenya,Homa Bay,Ombo Kachieng' Dispensary,Dispensary,MoH,-0.7356,34.4511,GPS,No
1029,Kenya,Homa Bay,Ombek Dispensary,Dispensary,MoH,-0.5684,34.6642,GPS,No
1028,Kenya,Homa Bay,Olando Dispensary,Dispensary,MoH,-0.6465,34.2227,GPS,No
1027,Kenya,Homa Bay,Okok Dispensary,Dispensary,MoH,-0.6829,34.4288,Google Earth,No
1026,Kenya,Homa Bay,Okiki Amayo Health Centre,Health Centre,MoH,-0.412,34.5114,Google Earth,Yes
1025,Kenya,Homa Bay,Ojwando Dispensary,Dispensary,MoH,-0.425,34.6625,GPS,No
1024,Kenya,Homa Bay,Ogongo Sub-District Hospital,Sub-District Hospital,MoH,-0.574,34.3708,Google Earth,Yes
1023,Kenya,Homa Bay,Ogande Dispensary,Dispensary,FBO,-0.5882,34.5066,GPS,No
1022,Kenya,Homa Bay,Obwanda Dispensary,Dispensary,MoH,-0.4709,34.5895,GPS,No
1021,Kenya,Homa Bay,Obuya Dispensary,Dispensary,MoH,-0.53,34.6,Google Earth,No
1020,Kenya,Homa Bay,Obunga Dispensary,Dispensary,MoH,-0.5571,34.6264,Google Earth,No
1019,Kenya,Homa Bay,Ober Kabuoch Dispensary,Dispensary,MoH,-0.7666,34.4396,Google Earth,No
1018,Kenya,Homa Bay,Ober Health Centre,Health Centre,MoH,-0.4844,34.8138,GPS,Yes
1017,Kenya,Homa Bay,Obanga Health Centre,Health Centre,MoH,-0.6865,34.0778,GPS,Yes
1016,Kenya,Homa Bay,Obalwanda Dispensary,Dispensary,MoH,-0.4817,34.2707,GPS,No
1015,Kenya,Homa Bay,Nyawita Dispensary,Dispensary,MoH,-0.57,34.6,Google Earth,No
1014,Kenya,Homa Bay,Nyawawa Dispensary,Dispensary,MoH,-0.638,34.597,GPS,No
1013,Kenya,Homa Bay,Nyawango Dispensary,Dispensary,MoH,-0.4146,34.7586,Google Earth,No
1012,Kenya,Homa Bay,Nyatoto Health Centre,Health Centre,MoH,-0.553,34.2708,GPS,Yes
1011,Kenya,Homa Bay,Nyasore Dispensary,Dispensary,MoH,-0.4843,34.8884,Google Earth,No
1010,Kenya,Homa Bay,Nyarut Health Centre,Health Centre,MoH,-0.5064,34.4975,Google Earth,Yes
1009,Kenya,Homa Bay,Nyaoga Community Dispensary,Dispensary,NGO,-0.3496,34.5203,GPS,No
1008,Kenya,Homa Bay,Nyangiela Dispensary,Dispensary,MoH,-0.5395,34.7072,GPS,No
1007,Kenya,Homa Bay,Nyangajo Dispensary,Dispensary,MoH,-0.4044,34.646,GPS,No
1006,Kenya,Homa Bay,Nyandiwa Dispensary,Dispensary,MoH,-0.7247,34.051,Google Earth,No
1005,Kenya,Homa Bay,Nyandiwa Baptist Dispensary,Dispensary,FBO,-0.4164,34.9196,Google Earth,No
1004,Kenya,Homa Bay,Nyamrisra Health Centre,Health Centre,MoH,-0.5704,34.0964,Google Earth,Yes
1003,Kenya,Homa Bay,Nyambare Dispensary,Dispensary,MoH,-0.56,34.6,Google Earth,No
1002,Kenya,Homa Bay,Nyamasi Dispensary,Dispensary,MoH,-0.6242,34.4524,GPS,No
1001,Kenya,Homa Bay,Nyamadede Community Dispensary,Dispensary,MoH,-0.6469,34.1818,Google Earth,No
1000,Kenya,Homa Bay,Nyalkinyi Jersey Dispensary,Dispensary,MoH,-0.5328,34.4933,GPS,No
999,Kenya,Homa Bay,Nyalkembo Dispensary,Dispensary,MoH,-0.6061,34.2384,GPS,No
998,Kenya,Homa Bay,Nyalgosi Dispensary,Dispensary,MoH,-0.4519,34.6821,GPS,No
997,Kenya,Homa Bay,Nyakweri Dispensary,Dispensary,MoH,-0.4348,34.0211,GPS,No
996,Kenya,Homa Bay,Nyagwethe Dispensary,Dispensary,FBO,-0.6109,34.098,GPS,No
995,Kenya,Homa Bay,Nyagowa Elck Dispensary,Dispensary,FBO,-0.5198,34.6765,GPS,No
994,Kenya,Homa Bay,Nyagoro Health Centre,Health Centre,MoH,-0.5156,34.5355,Google Earth,Yes
993,Kenya,Homa Bay,Nyadenda Health Centre,Health Centre,MoH,-0.611,34.2465,GPS,Yes
992,Kenya,Homa Bay,Nyabola Dispensary,Dispensary,MoH,-0.6008,34.6431,GPS,No
985,Kenya,Homa Bay,Nduga Dispensary,Dispensary,MoH,-0.58,34.6,Google Earth,No
984,Kenya,Homa Bay,Ndisi Dispensary,Dispensary,MoH,-0.6807,34.3469,Google Earth,No
983,Kenya,Homa Bay,Ndiru Health Centre,Health Centre,MoH,-0.6104,34.5104,GPS,Yes
982,Kenya,Homa Bay,Ndhuru Dispensary,Dispensary,MoH,-0.5121,34.4147,Google Earth,No
981,Kenya,Homa Bay,Ndhiwa Sub-District Hospital,Sub-District Hospital,MoH,-0.7317,34.367,GPS,Yes
980,Kenya,Homa Bay,Ndere Community Dispensary,Dispensary,MoH,-0.3941,34.4633,GPS,No
978,Kenya,Homa Bay,Mukende Health Centre,Health Centre,MoH,-0.5201,34.1951,GPS,Yes
977,Kenya,Homa Bay,Msare Health Centre,Health Centre,MoH,-0.5785,34.1865,GPS,Yes
976,Kenya,Homa Bay,Mirogi Health Centre,Health Centre,FBO,-0.6967,34.3845,GPS,Yes
975,Kenya,Homa Bay,Miriu Health Centre Homa Bay,Health Centre,MoH,-0.3551,34.7557,Google Earth,Yes
974,Kenya,Homa Bay,Miorre Dispensary,Dispensary,MoH,-0.5055,34.2372,GPS,No
973,Kenya,Homa Bay,Miniambo Dispensary,Dispensary,MoH,-0.5369,34.4883,Google Earth,No
972,Kenya,Homa Bay,Midodo Obuya Joy Haugesend Dispensary,Dispensary,FBO,-0.8064,34.4394,GPS,No
971,Kenya,Homa Bay,Mbita Port Florence Community Dispensary,Dispensary,NGO,-0.4239,34.2073,Google Earth,No
970,Kenya,Homa Bay,Mbita District Hospital,District Hospital,MoH,-0.4225,34.2082,Google Earth,Yes
969,Kenya,Homa Bay,Mawego Health Centre,Health Centre,FBO,-0.3896,34.7704,GPS,Yes
968,Kenya,Homa Bay,Masogo Dispensary,Dispensary,MoH,-0.4241,34.8265,GPS,No
967,Kenya,Homa Bay,Mary Ballard Community Clinic,Clinic,CBO,-0.4869,34.77,Google Earth,No
966,Kenya,Homa Bay,Marindi Sub county Hospital,Sub-District Hospital,MoH,-0.6484,34.5187,GPS,Yes
965,Kenya,Homa Bay,Maram Dispensary,Dispensary,MoH,-0.6753,34.5468,Google Earth,No
964,Kenya,Homa Bay,Manyatta SDA Dispensary,Dispensary,FBO,-0.5059,34.6196,GPS,No
963,Kenya,Homa Bay,Mangima SDA Health Centre,Health Centre,FBO,-0.5594,34.7063,GPS,Yes
962,Kenya,Homa Bay,Malongo Dispensary,Dispensary,MoH,-0.6417,34.0567,GPS,No
961,Kenya,Homa Bay,Malela Dispensary,Dispensary,MoH,-0.5849,34.3919,GPS,No
960,Kenya,Homa Bay,Makongeni Health Centre,Health Centre,MoH,-0.53,34.5,GPS,Yes
959,Kenya,Homa Bay,Magunga Health Centre,Health Centre,MoH,-0.6891,34.1494,GPS,Yes
958,Kenya,Homa Bay,Magina Health Centre,Health Centre,MoH,-0.6861,34.5159,GPS,Yes
957,Kenya,Homa Bay,Magao Dispensary,Dispensary,MoH,-0.3468,34.593,GPS,No
956,Kenya,Homa Bay,Lwanda Kobita Dispensary,Dispensary,MoH,-0.462,34.324,GPS,No
955,Kenya,Homa Bay,Lwanda Gwassi Dispensary,Dispensary,MoH,-0.7554,34.0946,Google Earth,No
954,Kenya,Homa Bay,Lwanda Awiti Dispensary,Dispensary,MoH,-0.7965,34.276,Google Earth,No
953,Kenya,Homa Bay,Lela Community Dispensary,Dispensary,MoH,-0.3585,34.7107,Google Earth,No
952,Kenya,Homa Bay,Lambwe Forest Dispensary,Dispensary,MoH,-0.5725,34.3687,GPS,No
951,Kenya,Homa Bay,Lambwe Dispensary,Dispensary,MoH,-0.556,34.3245,Google Earth,No
950,Kenya,Homa Bay,Kwamo Dispensary,Dispensary,CBO,-0.713,34.3088,Google Earth,No
949,Kenya,Homa Bay,Koywech Dispensary,Dispensary,MoH,-0.4427,34.7242,Google Earth,No
948,Kenya,Homa Bay,Kosele Dispensary,Dispensary,MoH,-0.4301,34.689,GPS,No
947,Kenya,Homa Bay,Kome Dispensary,Dispensary,MoH,-0.6652,34.3833,Google Earth,No
946,Kenya,Homa Bay,Kokwanyo Health Centre,Health Centre,MoH,-0.4029,34.7721,GPS,Yes
945,Kenya,Homa Bay,Kokech Mirondo Health Centre,Health Centre,MoH,-0.5046,34.692,GPS,Yes
944,Kenya,Homa Bay,Kogweno Oriang' Dispensary,Dispensary,MoH,-0.3639,34.7463,GPS,No
943,Kenya,Homa Bay,Koduogo Dispensary,Dispensary,MoH,-0.57,34.4,GPS,No
942,Kenya,Homa Bay,Kodula Dispensary,Dispensary,MoH,-0.3451,34.79,GPS,No
941,Kenya,Homa Bay,Kobuya Dispensary,Dispensary,MoH,-0.3514,34.7869,Google Earth,No
940,Kenya,Homa Bay,Kobodo Dispensary,Dispensary,MoH,-0.4587,34.5426,GPS,No
939,Kenya,Homa Bay,Kiwa Island Dispensary,Dispensary,MoH,-0.7513,34.0331,Google Earth,No
938,Kenya,Homa Bay,Kitare Health Centre,Health Centre,MoH,-0.5058,34.3306,GPS,Yes
937,Kenya,Homa Bay,Kisegi Sub-District Hospital,Sub-District Hospital,MoH,-0.6465,34.0575,Google Earth,Yes
936,Kenya,Homa Bay,Kisaku Dispensary,Dispensary,MoH,-0.6617,34.1091,Google Earth,No
935,Kenya,Homa Bay,Kimonge Dispensary,Dispensary,MoH,-0.5184,34.8111,GPS,No
934,Kenya,Homa Bay,Kijebi Dispensary,Dispensary,MoH,-0.7255,34.0537,Google Earth,No
933,Kenya,Homa Bay,Kijawa Dispensary,Dispensary,MoH,-0.6202,34.4702,Google Earth,No
932,Kenya,Homa Bay,Kigwa Dispensary,Dispensary,MoH,-0.6747,34.2084,Google Earth,No
931,Kenya,Homa Bay,Kiembe Dispensary,Dispensary,MoH,-0.6536,34.1338,Other,No
930,Kenya,Homa Bay,Kiasa Dispensary,Dispensary,MoH,-0.753,34.3018,Google Earth,No
929,Kenya,Homa Bay,Kendu Sub-District Hospital,Sub-District Hospital,MoH,-0.3695,34.6504,GPS,Yes
928,Kenya,Homa Bay,Kendu Adventist Hospital,Mission Hospital,FBO,-0.4014,34.6644,Google Earth,No
927,Kenya,Homa Bay,Kauma Health Centre,Health Centre,MoH,-0.4041,34.8234,Google Earth,Yes
926,Kenya,Homa Bay,Kasewe Dispensary,Dispensary,MoH,-0.444,34.444,GPS,No
925,Kenya,Homa Bay,Kangri Dispensary,Dispensary,MoH,-0.3502,34.6147,GPS,No
924,Kenya,Homa Bay,Kandiege Sub-District Hospital,Sub-District Hospital,MoH,-0.4267,34.553,GPS,Yes
923,Kenya,Homa Bay,Kamasengere Dispensary,Dispensary,FBO,-0.4215,34.1431,GPS,No
894,Kenya,Homa Bay,Amani Mary Ballard Medical Clinic,Clinic,CBO,-0.4854,34.7633,Google Earth,No
893,Kenya,Homa Bay,Alum Beach Dispensary,Dispensary,MoH,-0.4471,34.4869,Google Earth,No
892,Kenya,Homa Bay,Agawo Dispensary,Dispensary,MoH,-0.4735,34.7874,Google Earth,No
891,Kenya,Homa Bay,Adiedo Dispensary,Dispensary,MoH,-0.426,34.6064,GPS,No
890,Kenya,Garissa,Yumbis Dispensary,Dispensary,MoH,-0.1848,40.3834,GPS,No
889,Kenya,Garissa,Young Muslim Dispensary,Dispensary,FBO,-0.4753,39.6454,GPS,No
888,Kenya,Garissa,Shimbrey Dispensary,Dispensary,MoH,-0.0305,39.4978,GPS,No
887,Kenya,Garissa,Shantaabaq Health Centre,Health Centre,MoH,0.4607,39.7407,GPS,Yes
886,Kenya,Garissa,Saretho Health Centre,Health Centre,MoH,0.2721,39.7995,Google Earth,Yes
885,Kenya,Garissa,Sankuri Health Centre,Health Centre,MoH,-0.3026,39.5586,GPS,Yes
884,Kenya,Garissa,Sangole Dispensary,Dispensary,MoH,-1.5953,40.5141,Google Earth,No
883,Kenya,Garissa,Sangailu Health Centre,Health Centre,MoH,-1.3124,40.7301,GPS,Yes
882,Kenya,Garissa,Saka Health Centre,Health Centre,MoH,-0.1387,39.3272,GPS,Yes
881,Kenya,Garissa,Ruqa Dispensary,Dispensary,MoH,-1.5529,40.449,GPS,No
774,Kenya,Embu,Kithimu Dispensary,Dispensary,MoH,-0.5121,37.5184,GPS,No
773,Kenya,Embu,Kithegi Dispensary,Dispensary,MoH,-0.5059,37.5503,GPS,No
772,Kenya,Embu,Kiritiri Health Centre,Health Centre,MoH,-0.679,37.6411,GPS,Yes
771,Kenya,Embu,Kiritiri CCS Clinic,Clinic,FBO,-0.6875,37.6485,GPS,No
770,Kenya,Embu,Kirie Mission Clinic,Clinic,FBO,-0.5795,37.7808,GPS,No
769,Kenya,Embu,Kirie Dispensary,Dispensary,MoH,-0.58,37.7807,GPS,No
768,Kenya,Embu,Kiriari CDF Dispensary,Dispensary,MoH,-0.3994,37.4761,GPS,No
767,Kenya,Embu,Kiriari ACK Dispensary,Dispensary,FBO,-0.3946,37.4759,GPS,No
766,Kenya,Embu,Kirathe Dispensary,Dispensary,MoH,-0.6724,37.6863,GPS,No
765,Kenya,Embu,Kiogogo Dispensary,Dispensary,MoH,-0.5681,37.8371,GPS,No
764,Kenya,Embu,Kimangaru Methodist Dispensary,Dispensary,FBO,-0.5447,37.5285,GPS,No
763,Kenya,Embu,Kigumo EAPC Clinic,Clinic,FBO,-0.4184,37.6363,GPS,No
762,Kenya,Embu,Kigumo Dispensary,Dispensary,MoH,-0.4155,37.6324,GPS,No
761,Kenya,Embu,Kigaa Dispensary,Dispensary,MoH,-0.4446,37.5757,GPS,No
760,Kenya,Embu,Kibugu Health Centre,Health Centre,MoH,-0.4444,37.4352,GPS,Yes
759,Kenya,Embu,Kianjokoma Sub-District Hospital,Sub-District Hospital,MoH,-0.3971,37.5016,Google Earth,Yes
758,Kenya,Embu,Kianjokoma ACK Trinity Clinic,Clinic,FBO,-0.4,37.5029,GPS,No
757,Kenya,Embu,Kiamuringa Dispensary,Dispensary,MoH,-0.5687,37.5303,GPS,No
756,Kenya,Embu,Kiambere Health Centre,Health Centre,MoH,-0.6918,37.7949,GPS,Yes
755,Kenya,Embu,Kiambere Dam Dispensary,Dispensary,MoH,-0.6102,37.8873,GPS,No
754,Kenya,Embu,Kevote Dispensary,Dispensary,MoH,-0.4403,37.5322,Google Earth,No
753,Kenya,Embu,Kevote Catholic Dispensary,Dispensary,FBO,-0.4386,37.5321,GPS,No
752,Kenya,Embu,Kathunguri Dispensary,Dispensary,MoH,-0.4354,37.6399,GPS,No
751,Kenya,Embu,Kathanjuri Dispensary,Dispensary,MoH,-0.4259,37.609,GPS,No
750,Kenya,Embu,Kathanje Dispensary,Dispensary,MoH,-0.6217,37.7218,GPS,No
749,Kenya,Embu,Kathangariri Dispensary,Dispensary,MoH,-0.4111,37.4479,Google Earth,No
748,Kenya,Embu,Kathangariri ACK Clinic,Clinic,FBO,-0.4073,37.4496,GPS,No
747,Kenya,Embu,Kathangari Dispensary,Dispensary,MoH,-0.4111,37.4488,GPS,No
746,Kenya,Embu,Kasafari CDF Dispensary,Dispensary,MoH,-0.4898,37.6971,GPS,No
745,Kenya,Embu,Karurumo Rural Health Training Centre,Health Centre,MoH,-0.4684,37.653,GPS,Yes
744,Kenya,Embu,Karurina Dispensary,Dispensary,MoH,-0.531,37.4545,GPS,No
743,Kenya,Embu,Karurah Dispensary,Dispensary,MoH,-0.5157,37.4634,GPS,No
742,Kenya,Embu,Karura Dispensary,Dispensary,MoH,-0.7712,37.8869,Google Earth,No
741,Kenya,Embu,Karerema Dispensary,Dispensary,MoH,-0.5122,37.7999,GPS,No
740,Kenya,Embu,Karau Health Centre,Health Centre,MoH,-0.3834,37.4662,GPS,Yes
739,Kenya,Embu,Karaba Wango Dispensary,Dispensary,FBO,-0.7764,37.656,GPS,No
738,Kenya,Embu,Karaba Dispensary,Dispensary,MoH,-0.7498,37.4238,GPS,No
737,Kenya,Embu,Kanyuambora Dispensary,Dispensary,MoH,-0.4641,37.7206,Google Earth,No
736,Kenya,Embu,Kanyangi Dispensary,Dispensary,MoH,-0.4937,37.7509,GPS,No
735,Kenya,Embu,Kanja Health Centre,Health Centre,MoH,-0.378,37.529,Google Earth,Yes
734,Kenya,Embu,Kangaru Dispensary,Dispensary,MoH,-0.4948,37.4577,GPS,No
733,Kenya,Embu,Kanduri Dispensary,Dispensary,MoH,-0.4814,37.6006,GPS,No
732,Kenya,Embu,Kamweli Dispensary,Dispensary,MoH,-0.5311,37.4528,GPS,No
731,Kenya,Embu,Kamunyange Dispensary,Dispensary,MoH,-0.7043,37.5626,GPS,No
730,Kenya,Embu,Kamumu Dispensary,Dispensary,MoH,-0.5033,37.7296,GPS,No
701,Kenya,Embu,Acef Ena Health Centre,Health Centre,FBO,-0.4734,37.5527,GPS,Yes
700,Kenya,Elgeyo Marakwet,Yatoi Dispensary,Dispensary,MoH,1.0354,35.3528,GPS,No
699,Kenya,Elgeyo Marakwet,Tuturung Dispensary,Dispensary,MoH,1.101,35.5989,Google Earth,No
698,Kenya,Elgeyo Marakwet,Turesia Dispensary,Dispensary,MoH,0.2356,35.6656,GPS,No
693,Kenya,Elgeyo Marakwet,Tenderwa Dispensary,Dispensary,MoH,1.114,35.335,GPS,No
692,Kenya,Elgeyo Marakwet,Tenden Dispensary,Dispensary,MoH,1.016,35.363,GPS,No
691,Kenya,Elgeyo Marakwet,Teber Dispensary,Dispensary,MoH,0.2271,35.6772,GPS,No
690,Kenya,Elgeyo Marakwet,Tambach Sub-District Hospital,Sub-District Hospital,MoH,0.5953,35.5223,GPS,Yes
689,Kenya,Elgeyo Marakwet,Tabare Dispensary,Dispensary,MoH,0.1892,35.6504,GPS,No
688,Kenya,Elgeyo Marakwet,Sumbeiywet Dispensary,Dispensary,MoH,0.9215,35.4685,GPS,No
687,Kenya,Elgeyo Marakwet,St Michael Dispensary,Dispensary,FBO,1.2079,35.59,GPS,No
686,Kenya,Elgeyo Marakwet,Songeto Dispensary,Dispensary,CBO,0.5937,35.5559,GPS,No
685,Kenya,Elgeyo Marakwet,Sisiya Dispensary,Dispensary,MoH,0.9947,35.5879,GPS,No
684,Kenya,Elgeyo Marakwet,Simotwo Dispensary,Dispensary,MoH,0.2248,35.5349,GPS,No
683,Kenya,Elgeyo Marakwet,Setano Dispensary,Dispensary,MoH,0.2139,35.6194,GPS,No
682,Kenya,Elgeyo Marakwet,Sergoit Health Centre,Health Centre,MoH,0.6781,35.4426,GPS,Yes
681,Kenya,Elgeyo Marakwet,Segut Dispensary,Dispensary,MoH,1.1059,35.4558,Google Earth,No
680,Kenya,Elgeyo Marakwet,Sego Dispensary,Dispensary,MoH,0.4046,35.627,GPS,No
679,Kenya,Elgeyo Marakwet,Sangurur Dispensary,Dispensary,MoH,0.88,35.5685,GPS,No
678,Kenya,Elgeyo Marakwet,Sabor Forest Dispensary,Dispensary,MoH,0.4971,35.4794,GPS,No
677,Kenya,Elgeyo Marakwet,Rimoi Dispensary,Dispensary,MoH,0.6592,35.56,GPS,No
676,Kenya,Elgeyo Marakwet,Nys Dispensary,Dispensary,MoH,0.3157,35.661,Google Earth,No
675,Kenya,Elgeyo Marakwet,Nyaru Dispensary,Dispensary,MoH,0.3265,35.5776,GPS,No
674,Kenya,Elgeyo Marakwet,Nerkwo Dispensary,Dispensary,FBO,0.9178,35.5052,GPS,No
673,Kenya,Elgeyo Marakwet,Muskut Health Centre,Health Centre,MoH,0.3671,35.6261,GPS,Yes
672,Kenya,Elgeyo Marakwet,Mungwa Dispensary,Dispensary,MoH,1.2708,35.5697,Google Earth,No
671,Kenya,Elgeyo Marakwet,Msekekwa Health Centre,Health Centre,MoH,0.7688,35.526,GPS,Yes
670,Kenya,Elgeyo Marakwet,Mogil Health Centre,Health Centre,MoH,1.0611,35.6415,Google Earth,Yes
669,Kenya,Elgeyo Marakwet,Matira Dispensary,Dispensary,MoH,0.9272,35.5547,GPS,No
668,Kenya,Elgeyo Marakwet,Maron-Marichor Dispensary,Dispensary,MoH,1.2243,35.58,GPS,No
667,Kenya,Elgeyo Marakwet,Malkich Dispensary,Dispensary,MoH,1.2475,35.6401,GPS,No
666,Kenya,Elgeyo Marakwet,Maina Dispensary,Dispensary,MoH,1.0344,35.576,GPS,No
665,Kenya,Elgeyo Marakwet,Luguget Dispensary,Dispensary,MoH,1.0894,35.6343,GPS,No
664,Kenya,Elgeyo Marakwet,Liter AIC Dispensary,Dispensary,FBO,1.2857,35.6169,GPS,No
663,Kenya,Elgeyo Marakwet,Lelboinet Health Centre,Health Centre,MoH,0.3604,35.5651,GPS,Yes
662,Kenya,Elgeyo Marakwet,Korongoi Dispensary,Dispensary,MoH,1.1183,35.2573,GPS,No
661,Kenya,Elgeyo Marakwet,Kondabilet Dispensary,Dispensary,MoH,0.914,35.4368,GPS,No
660,Kenya,Elgeyo Marakwet,Komba Belio Dispensary,Dispensary,MoH,0.6789,35.5068,GPS,No
659,Kenya,Elgeyo Marakwet,Kokwongoi Dispensary,Dispensary,MoH,1.0223,35.429,GPS,No
658,Kenya,Elgeyo Marakwet,Koitugum Dispensary,Dispensary,MoH,0.9783,35.3676,GPS,No
657,Kenya,Elgeyo Marakwet,Kocholwo Sub-District Hospital,Sub-District Hospital,MoH,0.226,35.6604,GPS,Yes
656,Kenya,Elgeyo Marakwet,Kipsoen Dispensary,Dispensary,MoH,0.6246,35.4833,GPS,No
655,Kenya,Elgeyo Marakwet,Kipsaos Dispensary,Dispensary,FBO,0.1765,35.5957,GPS,No
538,Kenya,Busia,Mayenje Dispensary,Dispensary,MoH,0.4064,34.1074,GPS,No
537,Kenya,Busia,Matayos Health Centre,Health Centre,MoH,0.366,34.1652,GPS,Yes
536,Kenya,Busia,Masendebale Dispensary,Dispensary,MoH,0.3256,34.3738,GPS,No
535,Kenya,Busia,Malanga Dispensary,Dispensary,MoH,0.4038,34.2967,GPS,No
534,Kenya,Busia,Malaba Dispensary,Dispensary,MoH,0.6392,34.2859,GPS,No
533,Kenya,Busia,Madende Dispensary,Dispensary,MoH,0.4767,34.3465,GPS,No
532,Kenya,Busia,Lwanyange Dispensary,Dispensary,MoH,0.4295,34.2754,GPS,No
531,Kenya,Busia,Lupida Health Centre,Health Centre,MoH,0.5771,34.3526,GPS,Yes
530,Kenya,Busia,Lukolis Model Health Centre,Health Centre,MoH,0.5857,34.2103,GPS,Yes
529,Kenya,Busia,Kwangamor Dispensary,Dispensary,MoH,0.5858,34.2307,GPS,No
528,Kenya,Busia,Kolanya Salvation Army Dispensary,Dispensary,FBO,0.7084,34.3963,GPS,No
527,Kenya,Busia,Khunyangu Sub-District Hospital,Sub-District Hospital,MoH,0.3377,34.2579,GPS,Yes
526,Kenya,Busia,Khayo Dispensary,Dispensary,MoH,0.5105,34.389,GPS,No
525,Kenya,Busia,Kamuriai Dispensary,Dispensary,MoH,0.6618,34.2982,GPS,No
524,Kenya,Busia,Kamolo Dispensary,Dispensary,MoH,0.5905,34.2937,GPS,No
484,Kenya,Busia,Amase Dispensary,Dispensary,MoH,0.5259,34.1762,GPS,No
483,Kenya,Busia,Alupe Sub-District Hospital,Sub-District Hospital,MoH,0.4972,34.1339,GPS,Yes
482,Kenya,Busia,Akiriamasi Dispensary,Dispensary,MoH,0.5457,34.2107,GPS,No
481,Kenya,Busia,Akichelesit Dispensary,Dispensary,MoH,0.6943,34.3426,GPS,No
480,Kenya,Busia,Agenga Dispensary,Dispensary,MoH,0.2527,34.0707,GPS,No
479,Kenya,Busia,Aboloi Dispensary,Dispensary,MoH,0.6565,34.3956,GPS,No
476,Kenya,Bungoma,Victorious Living Ministries Dispensary,Dispensary,FBO,0.5273,34.5352,GPS,No
473,Kenya,Bungoma,Tamlega Dispensary,Dispensary,MoH,0.7079,34.4162,Google Earth,No
472,Kenya,Bungoma,Tabani Dispensary,Dispensary,MoH,0.8487,34.9435,GPS,No
471,Kenya,Bungoma,Sulwe Dispensary,Dispensary,MoH,0.8339,34.7765,GPS,No
470,Kenya,Bungoma,St Thadeus Clinic,Clinic,FBO,0.5926,34.5512,Google Earth,No
469,Kenya,Bungoma,Soysambu ACK Dispensary,Dispensary,FBO,0.7779,35.011,Google Earth,No
468,Kenya,Bungoma,Soteni Dispensary,Dispensary,NGO,0.7268,34.8738,GPS,No
467,Kenya,Bungoma,Sitikho Dispensary,Dispensary,MoH,0.4747,34.6672,Google Earth,No
466,Kenya,Bungoma,Sirisia Hospital,Hospital,MoH,0.7539,34.5091,GPS,No
465,Kenya,Bungoma,Sirakaru Dispensary,Dispensary,MoH,0.7255,34.8983,Google Earth,No
464,Kenya,Bungoma,Sinoko Dispensary,Dispensary,MoH,0.8365,34.9933,GPS,No
463,Kenya,Bungoma,Sikusi Dispensary,Dispensary,MoH,0.6939,34.5578,Google Earth,No
462,Kenya,Bungoma,Sikulu Dispensary,Dispensary,MoH,0.7483,34.6522,GPS,No
461,Kenya,Bungoma,Siboti Health Centre,Health Centre,MoH,0.6292,34.4539,GPS,Yes
460,Kenya,Bungoma,Sango Natiri Dispensary,Dispensary,MoH,0.8356,34.9056,GPS,No
459,Kenya,Bungoma,Sango Kabuyefwe Dispensary,Dispensary,MoH,0.753,34.9257,GPS,No
458,Kenya,Bungoma,Sambocho Health Centre,Health Centre,FBO,0.8378,34.6475,GPS,Yes
457,Kenya,Bungoma,Sacha Health Centre,Health Centre,MoH,0.8034,34.6419,GPS,Yes
456,Kenya,Bungoma,Ruanda Dispensary,Dispensary,MoH,0.8116,34.543,Google Earth,No
455,Kenya,Bungoma,Ranje Dispensary,Dispensary,MoH,0.5467,34.5753,GPS,No
454,Kenya,Bungoma,Pwani TongarenDispensary,Dispensary,MoH,0.7027,34.9033,GPS,No
453,Kenya,Bungoma,Open Heart Medical Centre,Clinic,FBO,0.6493,34.5608,Google Earth,No
452,Kenya,Bungoma,Ngalasia Dispensary,Dispensary,MoH,0.6321,34.6143,GPS,No
451,Kenya,Bungoma,Ndengelwa Dispensary,Dispensary,MoH,0.5882,34.5908,Google Earth,No
450,Kenya,Bungoma,Ndalu Health Centre,Health Centre,MoH,0.8431,34.993,GPS,Yes
449,Kenya,Bungoma,Nasusi Dispensary,Dispensary,MoH,0.8185,34.7564,Google Earth,No
325,Kenya,Bomet,Sibayan Dispensary,Dispensary,MoH,-0.678,35.308,GPS,No
324,Kenya,Bomet,Segutiet Dispensary,Dispensary,MoH,-0.7035,35.2568,GPS,No
323,Kenya,Bomet,Satiet Dispensary,Dispensary,MoH,-0.6262,35.3669,GPS,No
322,Kenya,Bomet,Saruchat Dispensary,Dispensary,MoH,-0.7679,35.1128,GPS,No
321,Kenya,Bomet,Sachora Dispensary,Dispensary,MoH,-0.79,35.35,Geonames,No
320,Kenya,Bomet,Rongena Dispensary,Dispensary,MoH,-0.7368,35.0901,GPS,No
319,Kenya,Bomet,Roborwo Dispensary,Dispensary,MoH,-0.974,35.187,GPS,No
318,Kenya,Bomet,Olokyin Health Centre,Health Centre,MoH,-0.9428,35.3861,GPS,Yes
317,Kenya,Bomet,Oldepesi Dispensary,Dispensary,MoH,-0.8347,35.1397,GPS,No
316,Kenya,Bomet,Olbutyo Health Centre,Health Centre,MoH,-0.8544,35.2722,GPS,Yes
